Example ID,Target,Features_ 1,Features_ 2,Features_ 3,Features_ 4,Features_ 5,Features_ 6,Features_ 7,Features_ 8,Features_ 9,Features_10,Features_11,Features_12,Features_13,Features_14,Features_15,Features_16,Features_17,Features_18,Features_19,Features_20,Features_21
ID1590,-13.184831,0.241441,-0.524778,0.13599,1.432484,0.164501,0.115142,0.149134,-2.143155,0.836744,-0.925183,2.523954,-0.371852,-0.295406,1.51262,-13.596801,3.250303,-12.730602,-4.064355,-3.677902,-6.951595,3.07753
ID1591,27.864849,0.086519,-0.223407,0.17302,1.482849,0.321639,0.117332,0.144764,0.212618,0.228317,-0.146327,-1.924367,-0.116009,-0.055909,1.510856,5.023599,0.496169,2.888608,-8.68073,1.766314,0.656279,-0.350628
ID1592,-17.334013,-0.467909,-0.310115,0.028538,1.903853,0.533728,-0.217925,0.035057,-0.347239,0.155587,-0.660429,-1.894276,-0.789208,-1.159289,1.942038,-8.406523,-5.187589,-5.040754,6.794934,2.705186,-5.022172,-5.693487
ID1593,-5.980748,-0.390413,-0.432449,0.09183,1.839875,0.465333,-0.182761,0.000466,-0.375029,-0.554782,0.805596,1.432851,1.018875,0.019609,-1.267541,-0.934119,6.697079,-6.022798,-17.057691,-6.512246,1.495695,19.041639
ID1594,24.602623,-0.764043,-0.531911,0.120638,2.04766,0.709811,-0.419053,-0.037126,0.396026,0.817573,-0.623086,-1.415226,-1.772005,-0.491712,0.894063,20.423109,11.400115,-12.518163,-21.873098,-24.999264,7.835666,18.197808
ID1595,22.56373,-0.176785,-0.254477,-0.07967,1.40533,0.256511,-0.079192,0.315009,-0.39947,-0.274295,-0.101137,0.827024,0.039463,-0.184824,-0.491005,-4.760204,-7.726115,3.296732,26.89041,10.665625,-4.742399,-18.796711
ID1596,10.330383,0.248572,-0.382998,-0.024891,1.514008,0.002646,0.072947,0.219715,0.022684,0.051626,-0.096274,-0.03757,-0.000594,-0.066836,-0.119731,-4.449007,-0.935276,2.086457,-0.183452,0.046073,0.753929,-0.575803
ID1597,38.954517,-0.048789,-0.213848,-0.113179,1.603643,0.433323,-0.057585,0.062676,-0.420056,-0.624468,0.071204,1.937308,0.57069,0.004921,-1.578769,5.812647,-3.853922,8.059017,12.016209,4.649973,4.125084,-13.114734
ID1598,8.356831,-0.189124,-0.169215,0.112859,1.764367,0.289124,0.103523,-0.018645,0.020137,-0.423969,0.408939,1.980166,0.492607,0.123942,-1.442267,-1.315758,-1.595799,0.043801,-0.443214,1.600649,-2.312495,10.668087
ID1599,28.1367,-0.266596,-0.242311,0.066803,1.712656,0.358082,0.069,0.068046,-0.590533,-0.341321,0.060649,1.599081,0.500226,-0.006542,-1.165489,3.265858,-7.392894,6.046337,19.341235,12.631547,3.460638,-17.934894
ID1600,25.825956,0.05659,-0.36597,-0.058317,1.535465,0.025926,0.066042,0.221249,-0.254571,-0.000303,0.14188,0.069502,-0.011771,0.000139,-0.001379,2.278042,-0.031503,0.410079,-0.657759,-0.019673,0.038586,0.001497
ID1601,-2.718522,-0.396124,-0.409946,-0.049405,1.819219,0.580569,-0.42353,0.219181,0.519628,0.220494,0.559478,0.741209,0.155344,0.969409,-0.730775,2.073249,5.716386,-5.624107,-21.880169,-13.004977,-0.626452,20.280312
ID1602,6.764337,-0.045491,-0.220769,0.177167,1.805647,0.344321,0.145718,-0.113775,-0.033018,0.425919,-0.238561,-1.360611,-0.369171,-0.098306,1.267986,-1.286642,-0.279818,-2.359038,-10.840863,0.563365,-1.919447,9.778237
ID1603,-2.038891,-0.634759,-0.317772,0.124514,1.669428,0.557101,-0.3798,0.351903,0.397261,0.421042,-0.673048,-0.784473,-0.753398,0.50764,0.50085,-4.066375,-8.294887,7.036898,20.832438,17.064429,-3.577485,-17.736493
ID1604,11.417791,0.291266,-0.324941,-0.075156,1.427646,-0.019722,0.052233,0.128421,0.353817,0.171174,-0.351602,-0.156872,-0.003908,-0.181662,-0.003251,-5.252973,-2.007535,4.321822,2.108072,0.166108,2.182253,-0.194856
ID1605,37.196541,-0.069587,-0.16623,0.154956,1.615864,0.33609,0.131142,0.102569,0.208709,-0.509972,0.233761,1.634657,0.445757,-0.015738,-1.715958,11.033434,-0.836531,9.120394,-8.70865,-1.987628,1.944901,-0.796912
ID1606,16.718908,0.305592,-0.438133,0.108595,1.270189,0.015558,0.111306,0.035592,0.945983,0.23047,-0.56844,-1.793159,0.061322,-0.357663,-0.888733,-8.728075,4.565201,0.452307,10.877055,-0.906489,0.445226,6.293962
ID1607,0.018243,-0.334171,-0.148732,0.118576,2.047173,0.361066,0.147252,-0.136024,-0.079823,0.251552,-0.165231,-1.287493,-0.019442,-0.362202,1.180116,-1.515733,2.361458,-1.782145,-13.677333,-4.695776,-3.81109,11.936933
ID1608,-8.971122,0.093817,-0.415733,0.131812,1.413131,0.050367,0.096729,0.146833,2.57598,-0.73583,0.547915,-1.624311,0.195128,0.004446,-0.806072,-16.459506,3.55237,-4.611599,7.529561,-0.089718,0.35642,7.477688
ID1609,13.728535,-0.17969,-0.375332,-0.071072,1.596098,0.013548,0.013874,0.29183,0.812674,-0.097581,0.751331,-0.30919,0.133355,0.255399,-0.367824,-0.384336,-2.198135,-1.536856,0.434411,-0.54966,0.319792,1.036119
ID1610,30.039665,0.245116,-0.397638,0.050193,1.450391,0.003652,0.103634,0.13686,-0.227357,0.098814,-0.251626,0.309549,-0.05025,-0.11568,0.182702,3.006996,-1.097239,2.681585,-3.639535,0.39972,0.866786,-2.126847
ID1611,-9.044272,-0.421665,-0.463071,0.043649,1.883402,0.79913,-0.306151,0.065745,0.413718,0.027194,0.125135,0.316124,0.200226,0.377353,-0.127158,-2.111177,6.416522,-11.534614,-19.199037,-14.626856,-6.259165,19.92494
ID1612,35.612637,-0.451437,-0.265125,0.081609,1.837058,-0.02079,0.155035,0.383892,-0.265797,0.143339,-0.265902,1.506929,-0.275681,0.033988,1.672946,21.370007,-0.583423,-9.630173,-24.317504,-0.981392,-3.992015,-12.39766
ID1613,10.987923,-0.181773,-0.332695,0.09426,1.788086,0.581512,0.049821,0.025851,-0.550457,0.446938,-0.756672,-1.220244,-0.479687,-0.48943,1.367372,1.920143,-2.322348,-3.29412,-11.695679,-1.374255,-3.656698,3.323922
ID1614,14.000387,0.118636,-0.453369,0.131717,1.437479,0.055519,0.100565,0.162944,-0.010151,-0.000854,0.098089,-0.025816,0.01936,0.120654,-0.061854,-4.796411,1.185259,-6.940363,3.554762,-0.853191,-2.150008,1.935829
ID1615,21.379339,0.003079,-0.148323,0.038497,1.667637,0.343002,0.036011,0.048867,0.002594,0.20715,-0.132914,-1.581604,-0.318819,-0.134491,1.263921,2.376624,0.775615,-1.170242,-9.361428,-0.930968,0.914256,8.395148
ID1616,2.310744,-0.47657,-0.277754,0.095935,1.897816,-0.032257,0.234054,0.492831,-1.778958,0.602442,-1.363487,0.864354,-0.842152,0.006126,1.541984,3.895841,-4.40429,-10.977233,-18.722858,-4.123045,-3.442394,-7.008343
ID1617,26.757883,-0.622507,-0.374424,0.157878,1.809229,0.588297,-0.449614,0.190028,0.449397,1.293012,-0.300028,-1.80748,-2.065672,0.597948,1.503045,13.175402,6.905933,9.044823,-3.275178,1.618163,13.884092,-6.790987
ID1618,0,0.114269,-0.448626,0.190245,1.409299,0.041979,0.104401,0.128421,-3.452139,1.272884,-1.124502,0.946632,-0.347412,0.037864,0.524894,-14.953509,0.194266,-16.339426,2.272869,-3.372626,-2.431108,6.39451
ID1619,50.292652,-0.204885,-0.356985,0.049376,1.639892,0.001672,0.100565,0.269582,0.157365,0.343876,-0.864459,0.029629,-0.327845,-0.372488,-0.191139,10.082696,5.072834,-13.283221,-5.051912,-0.985064,-3.584311,-1.446125
ID1620,38.331158,-0.535789,-0.416267,-0.236571,1.806145,-0.038163,-0.035226,0.509709,-0.226782,-0.098888,-0.565499,1.650277,-0.030201,-0.371975,1.302207,17.935113,4.877058,7.946039,-3.769155,1.727457,3.304446,-7.517516
ID1621,5.980748,-0.20388,-0.356106,0.089809,1.69289,-0.001658,0.134321,0.331723,0.244015,0.001517,-0.002537,-0.04252,0.050439,0.003482,-0.006406,-1.949968,0.047261,-0.150763,0.026669,1.30518,-0.539219,-0.300104
ID1622,-13.6306,-0.421288,-0.22702,0.04522,1.858206,0.380387,-0.093642,0.07802,-1.049155,0.477846,-0.47643,-1.469892,-0.664543,-0.633822,1.991476,-11.302032,-4.602454,1.039457,19.7646,7.845661,0.302355,-17.145074
ID1623,34.389301,-0.469124,-0.335937,-0.196956,1.664773,-0.089465,0.054534,0.420716,-1.468798,-0.446662,0.335216,1.124263,0.335329,0.001941,1.210854,12.720619,4.175714,9.178459,3.952579,2.29884,2.444641,-1.172298
ID1624,12.641127,0.197082,-0.534014,0.188549,1.323031,0.059258,0.104401,0.102336,-1.570655,0.67079,-0.613978,0.959578,-0.152761,-0.003995,0.562946,-5.665603,1.735788,-4.753358,1.528854,-0.421234,-0.27746,2.299993
ID1625,-14.544632,-0.768654,-0.611134,0.193095,1.745423,0.896142,-0.623764,0.200768,0.260046,0.83142,-0.658986,-1.321491,-1.509453,-0.616798,1.302344,-6.225456,-0.023311,6.468944,13.52087,8.597749,2.819173,-11.465962
ID1626,37.923378,-0.322398,-0.413568,0.066665,1.795767,0.487387,-0.197338,0.053401,0.030384,0.177995,-0.04934,-0.449364,-0.148553,-0.014563,0.266118,10.791525,11.854942,-5.657796,-29.128274,-26.623645,1.297816,17.229698
ID1627,22.97151,0.26362,-0.382149,0.053272,1.443354,0.024983,0.078317,0.138394,-0.383734,0.005305,-0.099528,0.053111,-0.004356,-0.001095,-0.017679,-3.999724,0.086253,0.336432,0.333132,0.037651,-0.017003,1.009656
ID1628,58.855995,0.058905,-0.196138,0.172706,1.458501,0.359338,0.131142,0.124818,-0.286687,-0.256479,-0.181068,1.602679,-0.052624,0.28418,-2.465854,16.664802,-17.723855,12.649958,10.699854,16.201288,0.852615,-24.724204
ID1629,1.495187,0.014161,-0.295507,0.046151,1.574128,0.31485,0.04279,0.064909,0.310061,0.14367,-0.041135,-0.501589,0.104194,0.214209,0.532895,-2.529741,8.144128,-4.227036,-19.796651,-6.83712,-0.439989,19.426327
ID1630,-72.720459,0.324913,-0.438447,0.17859,1.389538,0.034596,0.094428,0.113844,-1.240282,0.242369,0.378862,-0.693032,0.215298,0.451066,-0.466031,-34.031382,13.41834,-12.824884,12.311952,-4.969913,-0.458945,3.915006
ID1631,38.603008,-0.277613,-0.449599,-0.095734,1.554566,0.011537,0.020778,0.328655,-2.842956,0.091359,-2.337048,0.978757,-0.613951,-0.98474,1.2328,12.2939,-8.952114,5.040373,-2.533502,0.748349,-1.511323,0.242297
ID1632,-3.706995,-0.509912,-0.441403,0.082165,2.055404,0.74412,-0.31996,-0.089993,0.091754,0.362775,-0.255395,-1.323095,-0.801896,-0.536077,1.040034,-0.189348,4.507421,-4.780413,-12.306673,-8.917632,-1.822979,10.891971
ID1633,19.437431,-0.220044,-0.274741,-0.111306,1.4719,0.22632,-0.09607,0.281254,-0.388362,-0.366606,-0.004607,0.848041,0.116694,-0.030871,-0.428635,-4.377603,-7.628846,1.390165,26.246345,12.635091,-4.411042,-17.972569
ID1634,22.29188,-0.001484,-0.255357,-0.041185,1.51937,0.339198,-0.018585,0.104802,0.135223,-0.396794,0.3787,1.618455,0.772567,-0.161197,-1.539835,4.951016,4.200413,-0.081259,-14.764411,-1.151662,3.776218,15.6942
ID1635,44.85561,-0.09607,-0.148983,0.079055,1.599465,0.304046,0.066698,0.125585,-1.993759,0.573638,-1.231401,0.597238,-0.536022,-0.640805,0.775207,0.859879,-9.994215,-2.578036,23.957314,4.356161,6.601803,-29.675373
ID1636,1.223335,-0.292333,-0.37989,0.108669,1.728097,0.371682,-0.078425,0.09713,-0.12357,0.414557,-0.2747,-0.838622,-0.472637,-0.039618,0.898626,0.160246,7.216898,-6.020019,-14.740542,-10.282492,-2.461793,12.324094
ID1637,7.883713,-0.523013,-0.24451,0.082731,1.692801,0.517423,-0.206418,0.363411,0.94076,0.660823,-0.832121,-2.071643,-1.078635,0.814442,1.395849,0.60071,-2.624054,6.597771,7.034044,6.86897,-2.678641,-11.319729
ID1638,35.612637,-0.425048,-0.600836,-0.439236,1.848022,-0.004014,-0.302972,0.568782,-0.365732,-0.231588,-0.558788,-0.900042,-0.322143,-0.202045,-0.354897,14.29467,11.817118,12.442095,-2.023554,5.958269,9.431335,-10.159676
ID1639,27.728922,-0.131829,-0.240403,-0.107096,1.429615,0.271151,-0.068451,0.245963,-0.81424,-0.491167,-0.282795,1.245489,0.300434,-0.549844,-0.769788,-2.266513,-9.283165,2.360158,24.953358,14.813922,-3.830532,-18.89817
ID1640,41.865234,0.315478,-0.340329,0.188477,0.924274,0.456728,0.07437,0.505339,0.023063,0.004016,-0.04133,-0.089574,0.039419,0.042203,0.044857,-8.093109,-2.100946,0.085297,33.919389,-2.346585,3.152605,-20.918876
ID1641,-4.621487,-0.467397,-0.361321,-0.084895,1.77985,0.008018,0.027683,0.519682,0.41036,0.005589,0.205686,-0.008584,0.072977,0.021437,-0.099561,-2.963331,0.06038,-1.356486,0.058002,-0.518078,0.24349,1.09261
ID1642,9.107048,0.015655,-0.317464,-0.079837,1.489661,0.000856,0.026916,0.213578,0.052683,0.010944,0.003671,-0.056997,0.008293,0.004859,-0.069431,-4.316578,-0.238013,-0.424293,2.265286,-0.282095,-0.30402,1.316021
ID1643,18.630671,0.165405,-0.201102,0.152097,1.376129,0.352238,0.108893,0.156272,-0.963253,0.519257,-0.259157,-0.419011,-0.666909,-0.18028,1.095978,-13.058036,-2.556083,-2.516672,29.334264,-1.705595,1.125254,-21.028179
ID1644,-3.1263,-0.180712,-0.358873,0.076436,1.689519,0.376049,-0.060012,0.073348,0.288304,0.394197,-0.073695,-0.931846,-0.165166,0.175378,0.742389,-2.169426,9.760791,-6.166371,-16.817223,-13.836381,-0.91362,18.070193
ID1645,65.788231,-0.344749,-0.320197,0.039166,1.629273,-0.032351,0.130485,0.303338,2.796834,-0.514617,1.100244,0.47097,0.224304,0.233987,-0.242725,18.68181,-10.206814,2.293267,4.755714,-0.187523,-3.875015,1.596653
ID1646,47.710056,-0.497604,-0.469676,0.070184,1.952847,0.56467,-0.234162,-0.02792,-0.203523,0.240772,-0.167307,-0.688471,-0.445942,-0.17505,0.481285,18.388364,12.094786,-6.354216,-30.670027,-35.884067,0.353169,16.470061
ID1647,2.310744,0.313069,-0.531375,0.215786,1.22451,0.061865,0.103634,0.030222,-1.192729,0.384278,-0.043178,-0.19422,-0.006838,0.006898,-0.102914,-12.488828,6.539417,-3.50685,10.527541,-0.992303,-1.272302,4.468561
ID1648,16.854836,0.02079,-0.248948,0.010211,1.458863,0.292859,0.027446,0.207604,0.432098,0.514991,-0.002769,-2.0074,-0.602225,0.330566,1.54434,2.245302,1.887406,-1.378475,-12.42053,0.115328,1.567805,8.217357
ID1649,19.981134,0.216559,-0.412529,0.142493,1.214489,0.090799,0.133554,0.007206,-1.937048,0.036603,0.214382,2.026008,-0.297568,0.28606,1.069425,-7.422414,2.797143,0.299714,13.492496,-0.833891,0.11068,9.146315
ID1650,34.117447,0.146533,-0.349257,-0.034975,1.55865,-0.003134,0.057603,0.18289,-0.216997,0.011428,-0.013968,0.19565,-0.005722,-0.00207,0.110081,5.600566,-0.135631,0.964367,-4.83202,0.157058,0.417855,-2.277697
ID1651,9.650752,-0.378883,-0.36748,0.031228,1.702462,0.393359,-0.205009,0.175383,0.155922,0.702825,-0.51428,-1.821218,-1.109126,0.110603,1.548058,2.971707,-0.652562,-4.616411,-4.729968,0.141383,4.284959,3.300834
ID1652,1.631113,0.467039,-0.361321,0.087264,1.007018,0.089103,0.1021,-0.092527,0.030786,-0.539022,0.640248,-0.905595,0.003899,0.282171,-0.342255,-21.994146,3.894752,-2.509292,39.109738,-0.94698,1.129385,14.767302
ID1653,3.935818,-0.381264,-0.458138,-0.027319,1.822329,0.778112,-0.360621,0.121749,0.246233,0.711144,-0.828383,-1.519928,-1.344947,-0.002046,1.544941,1.023301,2.010153,-4.673247,-13.039146,-6.855803,-0.413451,8.126915
ID1654,12.233348,0.155675,-0.535428,0.070676,1.441908,0.037518,0.018477,0.200536,2.890021,-1.019448,1.681598,-1.931021,0.17212,0.614734,-1.401503,-6.098434,-4.880931,-6.098525,-7.014552,-0.023664,-5.025445,-0.594396
ID1655,28.680405,-0.234025,-0.268018,-0.037416,1.458989,0.301279,-0.173555,0.332655,0.562818,0.629585,-0.351782,-2.006903,-1.057285,0.556629,1.452307,1.968697,-6.705325,5.378204,12.313006,13.022158,-1.679372,-15.751029
ID1656,23.922993,0.024246,-0.273641,0.041721,1.416608,0.271277,0.02898,0.248265,1.248,0.681858,0.1472,-3.214152,-0.653085,0.809545,2.289985,5.298451,-0.732608,1.857848,-15.807753,4.265066,0.503986,6.977576
ID1657,11.010014,-0.094772,-0.390946,0.007059,1.562357,0.028345,0.048397,0.254238,-0.094726,0.028934,-0.131462,0.048946,-0.002633,0.00552,0.006612,-2.638598,0.907793,-0.142289,1.43042,-0.102803,-0.065674,0.168523
ID1658,18.825121,-0.20213,-0.315384,0.064447,1.732731,0.5615,0.026038,0.081088,-0.454357,0.422883,-0.691194,-1.506953,-0.499739,-0.70894,1.31797,3.246519,-1.246722,2.558367,-2.988658,0.178204,-0.589089,-4.537995
ID1659,89.575294,-0.497996,-0.412152,-0.245179,1.738003,-0.011302,-0.025252,0.426086,-1.108294,-0.422421,1.350132,2.190672,0.81886,0.061306,0.777961,32.458015,17.350947,21.519173,5.708528,1.407172,10.8826,-15.372147
ID1660,5.437044,-0.47925,-0.496466,-0.129201,1.632608,0.656878,-0.707386,0.307406,0.194644,0.003115,-0.087933,0.709476,0.513386,0.425489,-0.732192,-2.491984,-3.134465,13.536539,21.207678,18.932386,1.510337,-19.806624
ID1661,21.340397,0.096771,-0.450353,0.035208,1.456391,0.037329,0.030752,0.192097,1.726602,-0.571449,1.149879,-1.04168,0.149047,0.461365,-0.783123,-2.524882,-2.228884,-1.593007,-1.147527,-0.272989,-1.790707,1.122423
ID1662,17.06855,-0.119538,-0.193814,0.01371,1.83898,0.334834,0.013763,-0.113775,0.05709,-0.335391,0.416836,1.891482,0.663145,0.104775,-1.048791,2.699194,2.367963,-0.91308,-11.599384,-2.252959,-1.515401,14.94393
ID1663,-6.985762,-0.36942,-0.164723,0.071672,2.040199,0.396566,0.082042,-0.132955,0.12942,-0.211077,0.339275,1.390092,0.483934,0.283012,-0.74988,-1.77996,3.930351,-3.673082,-16.616992,-3.014157,-2.877601,18.038231
ID1664,12.364001,0.132041,-0.279516,0.211599,1.649667,0.392136,0.139581,-0.083855,0.081874,0.133611,-0.10487,-0.549498,-0.02025,0.023153,0.649565,0.583832,5.81439,-1.384373,-17.980155,-6.522714,-1.253139,12.940606
ID1665,-17.534466,0.383095,-0.664641,0.250972,1.171072,0.132677,0.122046,0.050168,-1.607474,0.494949,0.151547,1.94425,-0.237688,0.064397,1.003168,-16.445494,12.008224,-5.020593,8.956553,-2.08251,-2.169199,6.641385
ID1666,-1.223335,-0.492843,-0.357457,-0.1378,1.859646,-0.029901,0.010038,0.554973,0.025509,0.003313,0.016095,-0.085441,0.027457,-0.007174,-0.038516,-1.561138,-0.130204,-0.20179,1.159112,-0.243884,-0.054336,1.295338
ID1667,50.292652,-0.533276,-0.111753,-0.136166,1.653966,-0.203536,0.29773,0.532724,1.972261,0.178307,-0.686467,-1.215443,-0.092745,-0.981192,-1.231772,22.150059,4.773336,14.532047,5.082136,5.901858,1.043223,-12.209782
ID1668,4.833361,-0.693475,-0.395935,0.046163,1.966434,0.70529,-0.153482,0.017412,-0.967203,-0.858807,0.373164,1.207968,1.532565,-0.78824,-0.35405,1.098411,-15.25119,7.97642,20.559107,19.304817,8.350757,-18.325238
ID1669,15.6315,0.162775,-0.35598,0.091128,1.541151,0.023695,0.087523,0.184425,0.298033,-0.178453,0.394055,-0.173825,0.068151,0.19459,-0.134593,-6.529297,3.187889,-6.408039,3.279444,-0.810357,-1.644645,2.239353
ID1670,-5.654697,-0.587698,-0.472347,0.134347,2.027287,0.784804,-0.386705,-0.050867,0.160121,0.457092,-0.333885,-1.456265,-1.18147,-0.489482,1.115776,1.224519,3.045057,-4.946821,-10.52895,-9.63105,-1.279817,11.193996
ID1671,41.321533,-0.075263,-0.292803,-0.112636,1.612151,-0.043158,0.050698,0.270349,2.475178,0.119899,0.60623,-1.697005,0.099861,-0.006377,-1.496632,11.018787,1.199114,5.825821,-9.943387,0.545301,0.369333,-3.886619
ID1672,13.320757,-0.309517,-0.310146,-0.053752,1.591532,0.36433,-0.183528,0.217578,-0.517676,-0.79993,0.152922,2.043938,1.100945,-0.623834,-1.564786,2.126878,-3.377494,9.044032,7.269256,7.688823,2.754717,-10.161925
ID1673,8.291492,0.215199,-0.398008,0.250837,1.373019,0.482489,0.138046,0.09413,-0.127768,-0.208513,0.343442,1.266154,0.361253,0.173358,-1.085255,0.252307,6.434304,-2.300643,-18.172222,-2.215453,-2.566541,22.095912
ID1674,-14.680017,-0.539223,-0.414605,0.131425,1.984278,0.745157,-0.368293,-0.044729,-0.026037,-0.123721,0.344286,0.761258,0.695578,0.161188,-0.349749,-2.584347,6.635394,-7.073735,-17.713892,-15.049239,-3.848064,19.754643
ID1675,29.22411,-0.202413,-0.24495,-0.154931,1.603737,0.453429,-0.22483,0.258307,0.318639,-0.120501,0.492088,1.634763,0.486858,0.723979,-1.531683,5.836771,-1.447826,3.310662,3.087841,0.204777,4.132331,-4.553962
ID1676,-8.310246,-0.651629,-0.693664,0.168245,1.690822,0.822629,-0.730402,0.289761,-0.006238,1.727588,-0.753082,-1.309736,-2.508116,-0.018796,1.796824,-2.548914,-10.876847,-13.270296,-0.468891,13.91895,3.56707,-3.060232
ID1677,-5.351289,-0.532469,-0.665766,0.047576,1.939039,0.992872,-0.452682,-0.026317,-0.119063,-1.101472,0.840815,1.338719,1.903131,0.405308,-0.850744,-0.622536,-0.748755,-8.502811,-6.699847,-1.224665,1.653612,10.406501
ID1678,23.379288,-0.262596,-0.355257,-0.242572,1.738852,-0.027953,-0.050569,0.33249,-2.143677,-0.809495,-0.14594,2.361874,0.257583,-0.411745,1.95181,8.942975,2.880014,10.906238,-6.38952,3.373761,4.624991,-0.623081
ID1679,0.907253,0.01109,-0.192265,0.04921,1.602323,0.517329,0.015297,0.180054,0.55147,0.033375,-0.161544,-1.032079,-0.000511,-0.15509,0.720267,-2.639383,3.062784,-3.601275,-22.367359,-2.795919,-7.618608,16.9257
ID1680,17.806318,-0.159929,-0.367635,0.014159,1.667255,0.037267,0.070645,0.342464,0.093659,0.000419,0.011688,-0.015094,-0.001598,0.001457,0.023756,5.415142,0.098338,0.604239,-2.804091,-0.026472,0.170049,-7.586699
ID1681,-5.67078,-0.574912,-0.371973,0.226616,1.987388,0.66423,-0.286204,0.005137,-0.1028,0.49182,-0.241864,-0.220792,-0.750346,-0.019329,0.656987,1.846766,7.870763,-6.685983,-16.291847,-18.76471,-2.544254,13.16566
ID1682,16.311131,0.023477,-0.325852,-0.107766,1.598234,-0.005773,0.014641,0.248868,3.640708,-0.237668,2.389387,-0.734741,0.081545,0.830848,-0.81994,1.187803,-17.707839,4.67162,-10.38443,-1.204627,-6.070379,-0.222471
ID1683,32.622261,0.15756,-0.483749,0.179595,1.39224,0.073583,0.116676,0.110775,-0.381005,0.120527,-0.163906,0.339721,-0.08232,0.002395,0.102874,3.032424,-1.238383,0.962805,-2.32931,0.453129,0.060573,-0.332344
ID1684,20.796692,0.124777,-0.266321,0.061482,1.32789,0.339669,0.066572,0.234456,-0.328186,0.672939,-0.636696,-0.945796,-0.014569,-0.174923,1.010072,0.471567,1.970874,-2.416154,-6.499446,-4.032626,1.256496,3.074358
ID1685,14.95187,-0.466266,-0.245302,0.045606,1.818648,-0.060563,0.198764,0.478255,-0.855205,0.270643,-0.934318,-0.155942,-0.373827,-0.021595,0.399503,7.852431,-2.562262,-0.392268,-6.172488,0.929653,-2.299814,-4.758355
ID1686,18.757801,-0.464632,-0.264403,0.011017,1.706807,-0.069956,0.152733,0.423785,0.667656,-0.155968,0.521732,0.26183,0.210787,0.122347,-0.01074,7.783294,-1.322123,2.404004,0.196267,-0.114978,-0.879303,-2.977739
ID1687,5.463195,-0.143068,-0.19284,0.098313,1.883119,0.355411,0.069,-0.095363,0.064986,-0.06641,0.223164,0.691972,0.233053,0.129544,-0.336018,0.217356,4.131526,-5.361058,-20.066468,-6.395692,-1.415173,15.379553
ID1688,23.246962,-0.322108,-0.332349,-0.106833,1.597265,0.580098,-0.278533,0.293597,0.108846,-0.188164,0.137201,1.080786,0.669203,0.200395,-1.131163,0.218235,-6.491829,4.741448,18.513308,13.383079,3.377463,-15.803635
ID1689,22.97151,-0.025549,-0.19862,-0.089503,1.278033,0.260124,-0.043134,0.358739,-0.334716,-0.198412,-0.243504,0.657157,-0.031468,-0.126185,-0.264444,-8.242945,-7.957837,4.647441,29.730408,7.290422,-7.54367,-22.433649
ID1690,-2.44667,-0.493017,-0.397797,0.097704,1.674376,0.355565,-0.231094,0.303502,0.072785,-0.565693,0.87735,1.457914,0.841865,0.067618,-1.796959,1.274054,1.235593,1.623378,-5.752412,-1.683673,3.668115,2.388421
ID1691,17.534466,-0.185439,-0.392768,0.040517,1.504992,0.014333,0.08829,0.222017,-1.976725,0.432075,-0.853682,1.372715,-0.224303,-0.24648,1.034961,0.535946,-3.029588,-0.472154,2.277054,-0.295011,-1.670524,3.053834
ID1692,32.078556,-0.194047,-0.337193,0.040423,1.679915,-0.028393,0.122813,0.288761,-0.90946,0.565227,-1.45029,1.545564,-0.427477,-0.176935,1.170155,7.042233,-4.410194,-10.521943,-3.36282,0.25666,-4.526024,3.109041
ID1693,31.127075,-0.427718,-0.600145,-0.451739,1.803506,-0.013282,-0.305273,0.539629,0.119801,0.214178,0.035859,-0.853068,-0.076079,0.035733,-0.718505,9.545112,6.86758,12.02801,0.991035,2.674862,6.306985,-2.731881
ID1694,24.874474,0.023603,-0.225635,-0.147884,1.566221,-0.089779,0.013874,0.198234,2.728855,0.239079,0.646338,-2.830074,0.150566,0.051404,-1.995774,0.854089,-6.962177,4.066907,0.811326,3.239406,1.48156,6.298949
ID1695,-6.2526,-0.467868,-0.300311,-0.076319,1.830555,-0.047242,0.08292,0.505873,0.427384,0.051185,0.036685,-0.138465,0.07232,-0.002211,-0.176888,-3.799644,-1.10053,-1.178498,-0.26186,0.034812,0.00851,-0.730781
ID1696,4.757413,-0.475606,-0.579184,-0.032126,1.771592,0.74833,-0.491041,0.165478,-0.195127,0.5556,-0.504174,-1.369301,-1.331529,-0.459011,1.258426,-2.041805,-5.656325,7.082206,15.699615,11.164566,4.132287,-12.841953
ID1697,-16.039278,0.361764,-0.595432,0.230332,1.222939,0.067395,0.097496,0.043264,-0.157705,0.034475,0.115438,-0.70465,0.05882,0.152351,-0.371651,-14.870034,7.227626,-9.175429,12.613293,-1.329314,-1.955071,6.144256
ID1698,-0.951483,0.048955,-0.355415,0.059963,1.528931,-0.005459,0.116676,0.197467,4.02936,-0.406899,0.061236,-2.305012,0.203047,-0.197793,-1.280728,-8.092343,1.546806,2.997403,-0.672969,3.993195,-0.410501,4.353498
ID1699,-14.27224,0.393651,-0.287807,0.057136,1.370594,-0.087329,0.092126,0.071649,-0.549777,-0.15824,0.474063,1.086363,0.009952,0.198861,0.458032,-19.371429,4.383808,-4.348578,8.408665,-0.635248,-1.108958,6.899386
ID1700,8.427418,-0.036716,-0.44385,0.036998,1.570023,0.066735,0.076015,0.264211,-2.86892,0.664777,-1.917004,1.267503,-0.577903,-0.681857,1.150557,-2.681386,-8.528719,-9.533775,-8.878905,-2.545563,-5.521249,-1.587644
